id,timestamp,user_id,action,duration_ms,status,ip_address,bytes_transferred
28,2025-12-01 00:27:00,user0587,delete,1427,success,127.11.26.148,999647
29,2025-12-01 00:28:00,user0752,create,4558,success,98.121.23.116,204585
30,2025-12-01 00:29:00,user0245,delete,557,success,20.121.176.213,845456
31,2025-12-01 00:30:00,user0343,upload,4074,success,248.189.12.203,428808
32,2025-12-01 00:31:00,user0212,view_page,2168,success,199.104.193.252,191761
33,2025-12-01 00:32:00,user0649,download,4926,error,214.17.9.82,673731
34,2025-12-01 00:33:00,user0157,search,3806,success,155.214.179.74,455926
35,2025-12-01 00:34:00,user0043,view_page,4636,success,125.115.89.208,397462
36,2025-12-01 00:35:00,user0831,download,3823,success,214.30.159.96,45956
37,2025-12-01 00:36:00,user0485,login,830,success,83.65.246.142,432215
38,2025-12-01 00:37:00,user0529,logout,1007,success,83.34.247.72,965335
39,2025-12-01 00:38:00,user0477,create,2357,success,9.132.22.206,945608
40,2025-12-01 00:39:00,user0812,create,2776,success,101.167.40.2,218801
41,2025-12-01 00:40:00,user0109,view_page,315,success,124.37.203.48,682259
42,2025-12-01 00:41:00,user0250,view_page,3404,success,115.13.3.27,329918
43,2025-12-01 00:42:00,user0894,search,2216,success,200.196.188.192,399910
44,2025-12-01 00:43:00,user0668,upload,4944,success,180.87.58.76,868501
45,2025-12-01 00:44:00,user0368,login,4784,success,141.58.105.89,727833
46,2025-12-01 00:45:00,user0793,download,388,timeout,151.188.56.206,653859
47,2025-12-01 00:46:00,user0143,download,253,success,132.246.134.138,700704
48,2025-12-01 00:47:00,user0059,api_call,3313,success,5.111.205.175,981910
49,2025-12-01 00:48:00,user0380,login,4724,success,219.128.194.246,35386
50,2025-12-01 00:49:00,user0191,logout,2313,success,187.69.247.35,100737
51,2025-12-01 00:50:00,user0823,view_page,1588,error,168.209.224.230,756951
52,2025-12-01 00:51:00,user0800,upload,103,success,239.149.158.216,996601
53,2025-12-01 00:52:00,user0133,upload,2271,success,141.158.161.193,773728
54,2025-12-01 00:53:00,user0212,delete,729,success,122.114.96.69,53210
55,2025-12-01 00:54:00,user0260,logout,1976,success,46.65.12.94,410059
56,2025-12-01 00:55:00,user0877,view_page,4294,success,173.46.65.1,295727
57,2025-12-01 00:56:00,user0585,download,3072,success,234.238.98.253,693862
58,2025-12-01 00:57:00,user0736,update,256,success,93.24.13.192,881216
59,2025-12-01 00:58:00,user0395,delete,1828,success,29.117.29.207,941621
60,2025-12-01 00:59:00,user0473,search,3327,success,231.78.182.42,496865
61,2025-12-01 01:00:00,user0102,api_call,3143,success,198.15.60.63,710813
62,2025-12-01 01:01:00,user0639,search,4209,success,139.230.18.43,284367
63,2025-12-01 01:02:00,user0057,login,1488,success,1.100.159.85,867273
64,2025-12-01 01:03:00,user0867,search,3104,success,152.65.114.105,619607
65,2025-12-01 01:04:00,user0440,search,401,success,140.171.19.154,416405
66,2025-12-01 01:05:00,user0633,create,358,success,90.102.23.141,877909
67,2025-12-01 01:06:00,user0463,search,4552,success,81.206.140.87,822729
68,2025-12-01 01:07:00,user0480,view_page,2512,success,66.202.64.62,456927
69,2025-12-01 01:08:00,user0156,delete,1513,success,5.3.98.229,118719
70,2025-12-01 01:09:00,user0219,upload,437,success,61.28.41.10,784059
71,2025-12-01 01:10:00,user0393,download,4941,success,101.181.149.233,562951
72,2025-12-01 01:11:00,user0820,download,4565,success,236.35.12.44,622071
73,2025-12-01 01:12:00,user0018,update,2175,success,86.22.116.209,580615
74,2025-12-01 01:13:00,user0292,logout,3882,success,153.37.103.93,875781
75,2025-12-01 01:14:00,user0202,download,4010,success,61.27.152.103,634960
76,2025-12-01 01:15:00,user0434,upload,1541,success,178.77.93.186,947695
77,2025-12-01 01:16:00,user0256,create,2569,success,106.235.228.102,291413
78,2025-12-01 01:17:00,user0241,search,1856,success,250.216.15.64,213089
79,2025-12-01 01:18:00,user0721,upload,4864,success,126.49.166.192,656230
80,2025-12-01 01:19:00,user0770,view_page,1226,success,80.105.181.51,899865
81,2025-12-01 01:20:00,user0518,login,223,success,91.96.78.220,517773
82,2025-12-01 01:21:00,user0274,update,2858,success,215.133.196.156,575444
83,2025-12-01 01:22:00,user0260,login,3705,success,168.237.46.53,139051
84,2025-12-01 01:23:00,user0467,login,4699,success,157.27.214.14,871954
85,2025-12-01 01:24:00,user0876,create,3582,error,253.205.21.193,126687
86,2025-12-01 01:25:00,user0673,create,1160,success,179.179.164.180,105617
87,2025-12-01 01:26:00,user0087,create,4532,success,143.109.39.223,338729
88,2025-12-01 01:27:00,user0071,upload,1006,success,239.139.94.8,622439
89,2025-12-01 01:28:00,user0543,download,877,success,160.88.76.166,807406
90,2025-12-01 01:29:00,user0348,create,1913,success,234.72.137.145,265583
91,2025-12-01 01:30:00,user0807,delete,2480,success,66.202.145.147,413280
92,2025-12-01 01:31:00,user0750,create,1744,success,203.22.250.211,67916
93,2025-12-01 01:32:00,user0491,create,3379,success,3.113.17.64,29674
94,2025-12-01 01:33:00,user0592,view_page,2667,success,152.85.116.249,530291
95,2025-12-01 01:34:00,user0278,logout,625,success,50.117.220.68,780284
96,2025-12-01 01:35:00,user0930,delete,1538,success,121.179.126.99,588456
97,2025-12-01 01:36:00,user0628,login,1062,timeout,78.151.196.24,902351
98,2025-12-01 01:37:00,user0859,search,802,success,1.205.128.74,362500
99,2025-12-01 01:38:00,user0821,upload,4090,success,84.99.79.90,588572
100,2025-12-01 01:39:00,user0818,download,3329,timeout,44.16.105.196,430996
101,2025-12-01 01:40:00,user0091,api_call,1795,success,240.107.5.96,562438
102,2025-12-01 01:41:00,user0819,delete,1250,success,230.252.217.67,930912
103,2025-12-01 01:42:00,user0961,download,3009,success,242.8.2.96,571863
104,2025-12-01 01:43:00,user0488,create,675,success,39.199.119.108,135830
105,2025-12-01 01:44:00,user0392,download,1402,success,4.221.127.98,64817
106,2025-12-01 01:45:00,user0939,logout,1999,success,174.94.186.135,525935
107,2025-12-01 01:46:00,user0608,logout,3293,error,54.76.216.134,834351
108,2025-12-01 01:47:00,user0087,view_page,948,success,98.33.113.91,72482
109,2025-12-01 01:48:00,user0609,view_page,1131,success,161.179.125.211,819367
110,2025-12-01 01:49:00,user0861,delete,3940,error,42.235.177.22,196847
111,2025-12-01 01:50:00,user0558,delete,3776,success,243.236.61.220,385472
112,2025-12-01 01:51:00,user0219,api_call,3408,success,223.179.194.130,237618
113,2025-12-01 01:52:00,user0917,search,1634,success,199.118.49.129,934586
114,2025-12-01 01:53:00,user0699,update,3739,success,57.23.247.6,983285
115,2025-12-01 01:54:00,user0053,delete,4728,success,22.134.156.186,432246
116,2025-12-01 01:55:00,user0867,create,3941,error,155.16.248.26,342527
117,2025-12-01 01:56:00,user0321,update,2186,success,198.103.39.152,143030
118,2025-12-01 01:57:00,user0660,upload,1078,success,151.65.95.243,674255
119,2025-12-01 01:58:00,user0776,search,2234,success,115.233.158.254,401856
120,2025-12-01 01:59:00,user0836,api_call,373,timeout,67.82.122.86,117404
121,2025-12-01 02:00:00,user0535,view_page,3762,success,43.169.0.154,492161
122,2025-12-01 02:01:00,user0793,download,1488,success,46.209.81.114,121810
123,2025-12-01 02:02:00,user0018,api_call,4659,success,121.135.185.21,259569
124,2025-12-01 02:03:00,user0916,logout,2443,success,142.73.237.129,62810
125,2025-12-01 02:04:00,user0575,create,3547,success,123.241.174.13,945078
126,2025-12-01 02:05:00,user0375,create,3628,success,157.168.109.13,930146
127,2025-12-01 02:06:00,user0433,logout,2888,success,114.186.193.201,534541
128,2025-12-01 02:07:00,user0052,download,3926,success,186.38.231.194,463494
129,2025-12-01 02:08:00,user0346,view_page,2020,success,11.116.17.244,190363
130,2025-12-01 02:09:00,user0713,view_page,4666,error,228.12.165.219,808907
131,2025-12-01 02:10:00,user0698,upload,4651,success,152.94.176.111,650028
132,2025-12-01 02:11:00,user0708,download,2883,success,102.91.147.114,722254
133,2025-12-01 02:12:00,user0459,delete,2415,success,50.35.87.85,307185
134,2025-12-01 02:13:00,user0738,create,3413,success,173.112.60.241,354057
135,2025-12-01 02:14:00,user0961,login,3158,success,178.12.117.168,302553
136,2025-12-01 02:15:00,user0861,login,2562,success,86.68.42.41,340833
137,2025-12-01 02:16:00,user0152,search,274,success,166.57.23.113,950772
138,2025-12-01 02:17:00,user0510,login,4225,success,111.151.43.248,714375
139,2025-12-01 02:18:00,user0669,create,4629,success,84.72.71.56,196389
140,2025-12-01 02:19:00,user0955,delete,785,success,208.135.94.166,110940
141,2025-12-01 02:20:00,user0802,search,4168,success,72.151.139.87,634869
142,2025-12-01 02:21:00,user0375,view_page,2933,success,48.181.164.243,183057
143,2025-12-01 02:22:00,user0006,delete,3613,success,220.218.212.203,92119
144,2025-12-01 02:23:00,user0048,api_call,388,timeout,206.210.4.65,791051
145,2025-12-01 02:24:00,user0305,upload,1037,success,2.200.137.82,637536
146,2025-12-01 02:25:00,user0432,update,4356,success,40.158.237.211,128692
147,2025-12-01 02:26:00,user0922,view_page,1884,success,211.40.226.18,280775
148,2025-12-01 02:27:00,user0523,search,569,success,68.147.90.215,519100
149,2025-12-01 02:28:00,user0514,create,2406,success,136.29.11.239,449946
150,2025-12-01 02:29:00,user0489,update,3854,success,106.19.236.198,627706
151,2025-12-01 02:30:00,user0692,login,524,error,198.167.236.120,729760
152,2025-12-01 02:31:00,user0719,delete,788,success,217.151.62.28,219837
153,2025-12-01 02:32:00,user0607,upload,4575,success,104.92.226.250,128162
154,2025-12-01 02:33:00,user0884,upload,1509,success,201.191.122.163,447232
155,2025-12-01 02:34:00,user0337,create,3199,success,167.105.50.74,290291
156,2025-12-01 02:35:00,user0839,upload,351,success,87.110.190.77,502996
157,2025-12-01 02:36:00,user0335,create,3238,success,196.84.185.2,797971
158,2025-12-01 02:37:00,user0567,download,1947,success,108.118.147.129,491742
159,2025-12-01 02:38:00,user1000,logout,1663,success,133.0.76.87,446033
160,2025-12-01 02:39:00,user0552,logout,1688,success,112.20.22.181,541381
161,2025-12-01 02:40:00,user0654,logout,4605,success,54.99.0.208,659322
162,2025-12-01 02:41:00,user0248,logout,2936,error,215.246.26.43,48584
163,2025-12-01 02:42:00,user0601,create,3698,success,160.142.237.16,632382
164,2025-12-01 02:43:00,user0219,login,1673,success,195.52.162.51,58095
165,2025-12-01 02:44:00,user0411,view_page,4974,success,80.9.101.161,942656
166,2025-12-01 02:45:00,user0787,update,2246,success,33.96.13.212,55091
167,2025-12-01 02:46:00,user0728,view_page,1326,success,212.35.205.61,193732
168,2025-12-01 02:47:00,user0901,api_call,2586,success,141.194.29.197,35771
169,2025-12-01 02:48:00,user0654,view_page,1642,error,186.0.125.173,485837
170,2025-12-01 02:49:00,user0141,update,1163,timeout,72.182.202.220,576066
171,2025-12-01 02:50:00,user0184,update,759,success,221.130.164.57,577857
172,2025-12-01 02:51:00,user0568,api_call,555,success,214.63.60.147,767829
173,2025-12-01 02:52:00,user0769,update,1504,success,230.194.55.163,248643
174,2025-12-01 02:53:00,user0105,create,1610,success,201.138.226.43,974230
175,2025-12-01 02:54:00,user0410,update,4390,success,197.45.41.175,91903
176,2025-12-01 02:55:00,user0200,create,579,error,99.43.206.107,852336
177,2025-12-01 02:56:00,user0583,upload,3536,success,251.113.157.197,957932
178,2025-12-01 02:57:00,user0681,update,1390,success,101.91.89.24,884584
179,2025-12-01 02:58:00,user0326,download,1525,success,149.100.172.169,344917
180,2025-12-01 02:59:00,user0986,update,203,timeout,228.219.206.102,407251
181,2025-12-01 03:00:00,user0239,update,1324,error,59.94.214.20,871767
182,2025-12-01 03:01:00,user0288,login,1547,success,67.13.172.254,926855
183,2025-12-01 03:02:00,user0555,upload,2899,timeout,248.125.0.41,479818
184,2025-12-01 03:03:00,user0672,logout,1107,success,30.246.47.16,103100
185,2025-12-01 03:04:00,user0601,create,4469,success,115.51.226.84,685929
186,2025-12-01 03:05:00,user0459,update,349,success,35.20.16.181,853139
187,2025-12-01 03:06:00,user0679,upload,4391,success,185.191.238.2,567822
188,2025-12-01 03:07:00,user0763,upload,3050,success,24.76.10.156,681119
189,2025-12-01 03:08:00,user0709,upload,1028,error,57.66.222.242,424703
190,2025-12-01 03:09:00,user0421,delete,2234,success,163.203.203.165,178261
191,2025-12-01 03:10:00,user0485,view_page,3657,success,89.164.193.91,419070
192,2025-12-01 03:11:00,user0359,login,254,success,217.74.196.99,828476
193,2025-12-01 03:12:00,user0396,search,4601,success,182.155.48.54,909445
194,2025-12-01 03:13:00,user0926,view_page,1323,error,156.235.166.90,895045
195,2025-12-01 03:14:00,user0781,upload,4367,success,37.68.91.247,21782
196,2025-12-01 03:15:00,user0002,api_call,1956,error,164.22.118.5,570916
197,2025-12-01 03:16:00,user0838,delete,1871,success,218.187.94.189,342009
198,2025-12-01 03:17:00,user0270,api_call,3766,success,225.5.88.11,321091
199,2025-12-01 03:18:00,user0182,search,4117,success,21.180.188.121,76268
200,2025-12-01 03:19:00,user0924,view_page,128,success,247.217.71.21,609891
201,2025-12-01 03:20:00,user0618,update,364,success,233.240.69.126,618269
202,2025-12-01 03:21:00,user0589,delete,3861,success,29.68.204.2,666668
203,2025-12-01 03:22:00,user0060,download,1059,timeout,52.147.15.165,146540
204,2025-12-01 03:23:00,user0872,logout,914,timeout,51.147.168.142,139780
205,2025-12-01 03:24:00,user0226,create,3849,success,253.4.110.212,147063
206,2025-12-01 03:25:00,user0402,upload,2342,timeout,161.33.56.139,831786
207,2025-12-01 03:26:00,user0026,update,4791,success,95.4.42.167,770748
208,2025-12-01 03:27:00,user0901,upload,908,success,10.70.163.200,83385
209,2025-12-01 03:28:00,user0092,upload,981,error,151.46.86.39,847918
210,2025-12-01 03:29:00,user0037,login,4230,success,60.93.57.109,854464
211,2025-12-01 03:30:00,user0861,upload,2691,success,47.171.229.247,460105
212,2025-12-01 03:31:00,user0589,view_page,3459,error,120.178.196.231,47057
213,2025-12-01 03:32:00,user0562,search,3190,success,244.234.102.84,6299
214,2025-12-01 03:33:00,user0203,api_call,2625,error,62.32.17.163,537879
215,2025-12-01 03:34:00,user0834,view_page,1988,success,134.23.5.63,419945
216,2025-12-01 03:35:00,user0639,api_call,3370,success,109.101.144.246,563747
217,2025-12-01 03:36:00,user0642,delete,1597,success,73.163.136.136,585324
218,2025-12-01 03:37:00,user0820,api_call,2721,error,4.47.165.176,419761
219,2025-12-01 03:38:00,user0745,upload,4491,error,79.25.188.49,813322
220,2025-12-01 03:39:00,user0238,api_call,3910,success,133.120.135.11,854344
221,2025-12-01 03:40:00,user0384,download,3173,success,46.194.220.108,503304
222,2025-12-01 03:41:00,user0424,logout,2616,success,94.201.127.140,303911
223,2025-12-01 03:42:00,user0926,download,2392,success,216.164.230.190,405357
224,2025-12-01 03:43:00,user0886,logout,4011,error,58.229.7.49,142408
225,2025-12-01 03:44:00,user0614,api_call,1270,success,88.135.26.241,513607
226,2025-12-01 03:45:00,user0251,download,4949,success,36.54.99.143,427917
227,2025-12-01 03:46:00,user0682,upload,2246,success,49.221.121.151,819382
228,2025-12-01 03:47:00,user0331,api_call,2008,success,33.84.241.53,878991
229,2025-12-01 03:48:00,user0984,download,960,success,222.241.52.118,903009
230,2025-12-01 03:49:00,user0523,search,3100,success,205.152.84.191,195747
231,2025-12-01 03:50:00,user0851,update,1095,success,202.89.0.124,627976
232,2025-12-01 03:51:00,user0210,api_call,359,success,169.188.238.130,706713
233,2025-12-01 03:52:00,user0836,api_call,845,error,187.92.252.169,6647
234,2025-12-01 03:53:00,user0778,api_call,4271,success,185.13.124.159,967771
235,2025-12-01 03:54:00,user0614,logout,1778,success,105.201.63.114,153934
236,2025-12-01 03:55:00,user0680,create,2729,error,151.253.198.187,392952
237,2025-12-01 03:56:00,user0649,download,4259,success,217.180.76.78,147427
238,2025-12-01 03:57:00,user0209,logout,3094,success,65.251.233.126,757611
239,2025-12-01 03:58:00,user0045,delete,2432,success,11.96.103.119,530247
240,2025-12-01 03:59:00,user0436,update,132,success,183.53.95.160,880882
241,2025-12-01 04:00:00,user0492,login,135,success,77.94.170.221,800069
242,2025-12-01 04:01:00,user0703,update,4806,success,3.78.36.10,84470
243,2025-12-01 04:02:00,user0432,delete,320,success,142.170.254.20,944058
244,2025-12-01 04:03:00,user0120,view_page,3416,success,64.138.17.59,339781
245,2025-12-01 04:04:00,user0639,api_call,1777,success,20.107.158.153,975318
246,2025-12-01 04:05:00,user0883,login,4795,success,220.206.189.112,189448
247,2025-12-01 04:06:00,user0296,upload,4895,timeout,64.211.29.215,234912
248,2025-12-01 04:07:00,user0425,login,707,success,49.187.72.108,246311
249,2025-12-01 04:08:00,user0667,download,462,error,1.124.125.241,632761
250,2025-12-01 04:09:00,user0368,logout,1453,success,139.52.145.31,186135
251,2025-12-01 04:10:00,user0735,api_call,4033,success,209.108.10.171,491473
252,2025-12-01 04:11:00,user0214,delete,2306,success,83.5.128.100,346506
253,2025-12-01 04:12:00,user0668,login,179,success,109.61.173.108,35472
254,2025-12-01 04:13:00,user0646,login,2935,success,44.2.173.135,973205
255,2025-12-01 04:14:00,user0029,download,1490,success,60.224.27.136,308026
256,2025-12-01 04:15:00,user0900,update,1247,error,181.31.92.191,213358
257,2025-12-01 04:16:00,user0659,login,559,error,32.182.188.77,777379
258,2025-12-01 04:17:00,user0238,update,1479,success,69.87.28.133,972806
259,2025-12-01 04:18:00,user0371,logout,1210,error,125.210.171.22,782357
260,2025-12-01 04:19:00,user0081,upload,195,success,252.140.86.69,692158
261,2025-12-01 04:20:00,user0073,login,3214,timeout,229.149.124.145,62304
262,2025-12-01 04:21:00,user0069,logout,1392,success,97.135.190.196,305158
263,2025-12-01 04:22:00,user0387,update,2976,error,153.182.71.28,711585
264,2025-12-01 04:23:00,user0720,search,4461,success,101.216.81.35,647742
265,2025-12-01 04:24:00,user0226,update,1434,success,45.104.142.43,283446
266,2025-12-01 04:25:00,user0549,update,374,success,246.200.87.101,591289
267,2025-12-01 04:26:00,user0893,login,382,success,85.183.199.12,392940
268,2025-12-01 04:27:00,user0014,login,2400,error,172.69.183.241,132353
269,2025-12-01 04:28:00,user0274,upload,2007,success,136.8.135.104,557492
270,2025-12-01 04:29:00,user0049,download,2242,error,99.252.87.107,126511
271,2025-12-01 04:30:00,user0444,login,1968,error,68.220.237.254,250566
272,2025-12-01 04:31:00,user0356,api_call,196,error,3.218.248.130,268609
273,2025-12-01 04:32:00,user0515,update,3184,success,99.124.188.96,422720
274,2025-12-01 04:33:00,user0622,upload,2722,error,242.7.208.129,720015
275,2025-12-01 04:34:00,user0262,update,4687,error,126.78.212.146,239137
276,2025-12-01 04:35:00,user0573,update,4497,success,55.222.216.242,106673
277,2025-12-01 04:36:00,user0307,view_page,1549,success,237.238.62.232,513604
278,2025-12-01 04:37:00,user0780,api_call,3976,success,224.185.236.47,746145
279,2025-12-01 04:38:00,user0323,search,1320,success,232.178.140.152,678620
280,2025-12-01 04:39:00,user0027,update,2906,success,232.147.66.23,731823
281,2025-12-01 04:40:00,user0786,delete,4984,success,163.218.92.200,853645
282,2025-12-01 04:41:00,user0657,api_call,1723,success,214.50.123.148,981778
283,2025-12-01 04:42:00,user0383,create,1353,success,224.169.115.166,760762
284,2025-12-01 04:43:00,user0202,download,2086,error,186.91.157.47,177577
285,2025-12-01 04:44:00,user0956,update,2250,success,103.121.15.35,422685
286,2025-12-01 04:45:00,user0556,search,90,success,78.253.126.133,684476
287,2025-12-01 04:46:00,user0192,download,2431,success,210.145.252.111,701579
288,2025-12-01 04:47:00,user0025,api_call,4843,success,100.33.27.203,881771
289,2025-12-01 04:48:00,user0360,create,2067,success,151.163.168.80,917547
290,2025-12-01 04:49:00,user0504,logout,4239,error,109.40.250.65,677658
291,2025-12-01 04:50:00,user0974,update,3705,success,216.164.129.46,917924
292,2025-12-01 04:51:00,user0745,login,2743,success,77.145.249.255,404573
293,2025-12-01 04:52:00,user0929,update,3989,success,170.52.166.121,817894
294,2025-12-01 04:53:00,user0404,upload,4141,success,197.227.7.121,420928
295,2025-12-01 04:54:00,user0710,api_call,2026,success,47.156.220.174,191219
296,2025-12-01 04:55:00,user0335,download,196,success,131.248.21.251,212355
297,2025-12-01 04:56:00,user0492,logout,1109,error,110.47.19.202,279589
298,2025-12-01 04:57:00,user0064,view_page,1002,success,125.193.100.214,719995
299,2025-12-01 04:58:00,user0092,api_call,3600,success,98.198.192.172,384507
300,2025-12-01 04:59:00,user0508,create,943,success,42.6.101.1,303031
301,2025-12-01 05:00:00,user0362,logout,3891,success,138.118.23.185,963545
302,2025-12-01 05:01:00,user0412,view_page,2301,success,8.176.2.119,923905
303,2025-12-01 05:02:00,user0305,api_call,1222,error,172.162.80.153,523525
304,2025-12-01 05:03:00,user0295,api_call,643,success,37.210.45.93,758185
305,2025-12-01 05:04:00,user0547,view_page,2651,error,151.13.231.245,936573
306,2025-12-01 05:05:00,user0273,logout,4510,success,252.178.245.38,26382
307,2025-12-01 05:06:00,user0217,view_page,4846,timeout,10.123.61.99,308443
308,2025-12-01 05:07:00,user0954,search,4495,success,193.247.90.219,198240
309,2025-12-01 05:08:00,user0834,search,1125,error,210.180.169.43,990982
310,2025-12-01 05:09:00,user0321,search,1989,success,160.25.96.10,932809
311,2025-12-01 05:10:00,user0819,delete,505,success,34.225.112.117,765499
312,2025-12-01 05:11:00,user0286,download,3519,success,70.222.96.124,835458
313,2025-12-01 05:12:00,user0007,logout,2826,error,49.47.20.53,625991
314,2025-12-01 05:13:00,user0420,download,3159,success,23.80.145.214,95023
315,2025-12-01 05:14:00,user0649,api_call,3564,success,13.221.161.127,543086
316,2025-12-01 05:15:00,user0785,logout,1588,success,223.118.149.51,175314
317,2025-12-01 05:16:00,user0656,login,2849,success,141.30.166.130,922377
318,2025-12-01 05:17:00,user0882,api_call,496,success,171.242.232.52,545832
319,2025-12-01 05:18:00,user0446,view_page,2979,success,86.198.189.27,674487
320,2025-12-01 05:19:00,user0561,api_call,4894,success,53.236.158.59,744790
321,2025-12-01 05:20:00,user0157,search,1891,success,62.239.203.140,693899
322,2025-12-01 05:21:00,user0561,login,1616,success,145.191.163.172,237050
323,2025-12-01 05:22:00,user0627,search,4876,timeout,96.27.35.86,552584
324,2025-12-01 05:23:00,user0325,logout,2924,success,55.223.203.61,813828
325,2025-12-01 05:24:00,user0432,upload,4356,error,190.158.194.169,48854
326,2025-12-01 05:25:00,user0572,upload,3724,success,255.68.194.125,279373
327,2025-12-01 05:26:00,user0174,upload,2535,success,137.151.37.11,930786
328,2025-12-01 05:27:00,user0913,create,4192,success,191.50.157.85,168356
329,2025-12-01 05:28:00,user0876,download,4161,success,99.211.26.78,711807
330,2025-12-01 05:29:00,user0716,search,1287,success,28.96.235.41,818966
331,2025-12-01 05:30:00,user0553,logout,2804,success,212.155.152.210,595552
332,2025-12-01 05:31:00,user0957,delete,4654,success,202.90.118.168,30049
333,2025-12-01 05:32:00,user0520,login,2623,success,143.188.97.142,328169
334,2025-12-01 05:33:00,user0105,view_page,3169,error,167.86.226.49,460455
335,2025-12-01 05:34:00,user0258,upload,348,success,106.255.168.150,665590
336,2025-12-01 05:35:00,user0375,api_call,2384,success,177.232.93.227,38304
337,2025-12-01 05:36:00,user0107,api_call,4360,success,39.88.222.202,602694
338,2025-12-01 05:37:00,user0107,view_page,2537,success,102.158.3.101,870096
339,2025-12-01 05:38:00,user0288,create,2905,success,160.4.173.28,629509
340,2025-12-01 05:39:00,user0981,search,1318,success,152.236.236.30,582174
341,2025-12-01 05:40:00,user0868,view_page,312,success,47.246.14.183,185436
342,2025-12-01 05:41:00,user0858,download,2319,success,200.220.98.125,794621
343,2025-12-01 05:42:00,user0961,logout,1505,success,203.24.200.149,573237
344,2025-12-01 05:43:00,user0947,view_page,4345,success,59.137.87.184,871959
345,2025-12-01 05:44:00,user0162,view_page,3410,timeout,128.62.7.45,285164
346,2025-12-01 05:45:00,user0223,search,4108,success,203.209.91.149,454052
347,2025-12-01 05:46:00,user0944,login,3988,success,103.128.178.20,266441
348,2025-12-01 05:47:00,user0053,create,2010,success,135.20.78.205,949405
349,2025-12-01 05:48:00,user0780,create,2832,success,232.171.41.255,101318
350,2025-12-01 05:49:00,user0025,delete,3853,success,8.137.8.42,554248
351,2025-12-01 05:50:00,user0835,delete,402,success,178.78.92.110,240607
352,2025-12-01 05:51:00,user0495,search,3199,success,47.33.154.156,384656
353,2025-12-01 05:52:00,user0170,search,4414,success,10.179.108.15,806763
354,2025-12-01 05:53:00,user0931,create,3509,success,41.1.144.59,291799
355,2025-12-01 05:54:00,user0470,api_call,591,success,249.55.53.139,240947
356,2025-12-01 05:55:00,user0950,create,823,success,107.201.225.42,828441
357,2025-12-01 05:56:00,user0136,api_call,4691,success,123.190.3.126,10087
358,2025-12-01 05:57:00,user0586,view_page,2295,error,165.165.43.60,958724
359,2025-12-01 05:58:00,user0001,download,2119,success,107.45.16.144,956369
360,2025-12-01 05:59:00,user0935,logout,2228,success,96.105.253.167,25143
361,2025-12-01 06:00:00,user0879,login,4481,success,148.229.124.196,911344
362,2025-12-01 06:01:00,user0483,update,635,success,69.253.246.134,883939
363,2025-12-01 06:02:00,user0827,update,3254,success,70.149.114.165,99167
364,2025-12-01 06:03:00,user0229,download,3275,error,223.75.100.104,159179
365,2025-12-01 06:04:00,user0607,search,181,error,225.84.103.239,552545
366,2025-12-01 06:05:00,user0661,download,2460,success,202.39.135.7,896574
367,2025-12-01 06:06:00,user0420,search,4159,success,198.144.6.32,108604
368,2025-12-01 06:07:00,user0435,create,3720,success,74.65.96.82,900708
369,2025-12-01 06:08:00,user0703,download,1114,success,187.55.183.224,185506
370,2025-12-01 06:09:00,user0834,download,4665,success,35.93.219.103,344191
